"Type","Level","Offset","Size","Field Type","Field Name","Elt Type","Comment"
"entity_raw","2","0x1dce","0x2","ethic_response","ethic[MAKE_TROPHY_ANIMAL]","",""
"entity_raw","1","0x1dd0","0x4","int32_t","max_site_pop_number","",""
"entity_raw","1","0x1dd4","0x4","int32_t","max_pop_number","",""
"entity_raw","1","0x1dd8","0x4","int32_t","max_starting_civ_number","",""
"entity_raw","1","0x1ddc","0x10","stl-vector","religion","int16_t",""
"entity_raw","1","0x1dec","0x10","stl-vector","religion_sphere","int16_t",""
"entity_raw","1","0x1dfc","0x140","compound","jobs","",""
"entity_raw","2","0x1dfc","0x6a","static-array","jobs.permitted_job","bool",""
"entity_raw","3","0x1dfc","0x1","bool","jobs.permitted_job[MINER]","",""
"entity_raw","3","0x1dfd","0x1","bool","jobs.permitted_job[WOODWORKER]","",""
"entity_raw","3","0x1dfe","0x1","bool","jobs.permitted_job[CARPENTER]","",""
"entity_raw","3","0x1dff","0x1","bool","jobs.permitted_job[BOWYER]","",""
"entity_raw","3","0x1e00","0x1","bool","jobs.permitted_job[WOODCUTTER]","",""
"entity_raw","3","0x1e01","0x1","bool","jobs.permitted_job[STONEWORKER]","",""
"entity_raw","3","0x1e02","0x1","bool","jobs.permitted_job[ENGRAVER]","",""
"entity_raw","3","0x1e03","0x1","bool","jobs.permitted_job[MASON]","",""
"entity_raw","3","0x1e04","0x1","bool","jobs.permitted_job[RANGER]","",""
"entity_raw","3","0x1e05","0x1","bool","jobs.permitted_job[ANIMAL_CARETAKER]","",""
"entity_raw","3","0x1e06","0x1","bool","jobs.permitted_job[ANIMAL_TRAINER]","",""
"entity_raw","3","0x1e07","0x1","bool","jobs.permitted_job[HUNTER]","",""
"entity_raw","3","0x1e08","0x1","bool","jobs.permitted_job[TRAPPER]","",""
"entity_raw","3","0x1e09","0x1","bool","jobs.permitted_job[ANIMAL_DISSECTOR]","",""
"entity_raw","3","0x1e0a","0x1","bool","jobs.permitted_job[METALSMITH]","",""
"entity_raw","3","0x1e0b","0x1","bool","jobs.permitted_job[FURNACE_OPERATOR]","",""
"entity_raw","3","0x1e0c","0x1","bool","jobs.permitted_job[WEAPONSMITH]","",""
"entity_raw","3","0x1e0d","0x1","bool","jobs.permitted_job[ARMORER]","",""
"entity_raw","3","0x1e0e","0x1","bool","jobs.permitted_job[BLACKSMITH]","",""
"entity_raw","3","0x1e0f","0x1","bool","jobs.permitted_job[METALCRAFTER]","",""
"entity_raw","3","0x1e10","0x1","bool","jobs.permitted_job[JEWELER]","",""
"entity_raw","3","0x1e11","0x1","bool","jobs.permitted_job[GEM_CUTTER]","",""
"entity_raw","3","0x1e12","0x1","bool","jobs.permitted_job[GEM_SETTER]","",""
"entity_raw","3","0x1e13","0x1","bool","jobs.permitted_job[CRAFTSMAN]","",""
"entity_raw","3","0x1e14","0x1","bool","jobs.permitted_job[WOODCRAFTER]","",""
"entity_raw","3","0x1e15","0x1","bool","jobs.permitted_job[STONECRAFTER]","",""
"entity_raw","3","0x1e16","0x1","bool","jobs.permitted_job[LEATHERWORKER]","",""
"entity_raw","3","0x1e17","0x1","bool","jobs.permitted_job[BONE_CARVER]","",""
"entity_raw","3","0x1e18","0x1","bool","jobs.permitted_job[WEAVER]","",""
"entity_raw","3","0x1e19","0x1","bool","jobs.permitted_job[CLOTHIER]","",""
"entity_raw","3","0x1e1a","0x1","bool","jobs.permitted_job[GLASSMAKER]","",""
"entity_raw","3","0x1e1b","0x1","bool","jobs.permitted_job[STRAND_EXTRACTOR]","",""
"entity_raw","3","0x1e1c","0x1","bool","jobs.permitted_job[FISHERY_WORKER]","",""
"entity_raw","3","0x1e1d","0x1","bool","jobs.permitted_job[FISHERMAN]","",""
"entity_raw","3","0x1e1e","0x1","bool","jobs.permitted_job[FISH_DISSECTOR]","",""
"entity_raw","3","0x1e1f","0x1","bool","jobs.permitted_job[FISH_CLEANER]","",""
"entity_raw","3","0x1e20","0x1","bool","jobs.permitted_job[FARMER]","",""
"entity_raw","3","0x1e21","0x1","bool","jobs.permitted_job[CHEESE_MAKER]","",""
"entity_raw","3","0x1e22","0x1","bool","jobs.permitted_job[MILKER]","",""
"entity_raw","3","0x1e23","0x1","bool","jobs.permitted_job[COOK]","",""
"entity_raw","3","0x1e24","0x1","bool","jobs.permitted_job[THRESHER]","",""
"entity_raw","3","0x1e25","0x1","bool","jobs.permitted_job[MILLER]","",""
"entity_raw","3","0x1e26","0x1","bool","jobs.permitted_job[BUTCHER]","",""
"entity_raw","3","0x1e27","0x1","bool","jobs.permitted_job[TANNER]","",""
"entity_raw","3","0x1e28","0x1","bool","jobs.permitted_job[DYER]","",""
"entity_raw","3","0x1e29","0x1","bool","jobs.permitted_job[PLANTER]","",""
"entity_raw","3","0x1e2a","0x1","bool","jobs.permitted_job[HERBALIST]","",""
"entity_raw","3","0x1e2b","0x1","bool","jobs.permitted_job[BREWER]","",""
"entity_raw","3","0x1e2c","0x1","bool","jobs.permitted_job[SOAP_MAKER]","",""
"entity_raw","3","0x1e2d","0x1","bool","jobs.permitted_job[POTASH_MAKER]","",""
"entity_raw","3","0x1e2e","0x1","bool","jobs.permitted_job[LYE_MAKER]","",""
"entity_raw","3","0x1e2f","0x1","bool","jobs.permitted_job[WOOD_BURNER]","",""
"entity_raw","3","0x1e30","0x1","bool","jobs.permitted_job[ENGINEER]","",""
"entity_raw","3","0x1e31","0x1","bool","jobs.permitted_job[MECHANIC]","",""
"entity_raw","3","0x1e32","0x1","bool","jobs.permitted_job[SIEGE_ENGINEER]","",""
"entity_raw","3","0x1e33","0x1","bool","jobs.permitted_job[SIEGE_OPERATOR]","",""
"entity_raw","3","0x1e34","0x1","bool","jobs.permitted_job[PUMP_OPERATOR]","",""
"entity_raw","3","0x1e35","0x1","bool","jobs.permitted_job[CLERK]","",""
"entity_raw","3","0x1e36","0x1","bool","jobs.permitted_job[ADMINISTRATOR]","",""
"entity_raw","3","0x1e37","0x1","bool","jobs.permitted_job[TRADER]","",""
"entity_raw","3","0x1e38","0x1","bool","jobs.permitted_job[ARCHITECT]","",""
"entity_raw","3","0x1e39","0x1","bool","jobs.permitted_job[ALCHEMIST]","",""
"entity_raw","3","0x1e3a","0x1","bool","jobs.permitted_job[DOCTOR]","",""
"entity_raw","3","0x1e3b","0x1","bool","jobs.permitted_job[DIAGNOSER]","",""
"entity_raw","3","0x1e3c","0x1","bool","jobs.permitted_job[BONE_SETTER]","",""
"entity_raw","3","0x1e3d","0x1","bool","jobs.permitted_job[SUTURER]","",""
"entity_raw","3","0x1e3e","0x1","bool","jobs.permitted_job[SURGEON]","",""
"entity_raw","3","0x1e3f","0x1","bool","jobs.permitted_job[MERCHANT]","",""
"entity_raw","3","0x1e40","0x1","bool","jobs.permitted_job[HAMMERMAN]","",""
"entity_raw","3","0x1e41","0x1","bool","jobs.permitted_job[MASTER_HAMMERMAN]","",""
"entity_raw","3","0x1e42","0x1","bool","jobs.permitted_job[SPEARMAN]","",""
"entity_raw","3","0x1e43","0x1","bool","jobs.permitted_job[MASTER_SPEARMAN]","",""
"entity_raw","3","0x1e44","0x1","bool","jobs.permitted_job[CROSSBOWMAN]","",""
"entity_raw","3","0x1e45","0x1","bool","jobs.permitted_job[MASTER_CROSSBOWMAN]","",""
"entity_raw","3","0x1e46","0x1","bool","jobs.permitted_job[WRESTLER]","",""
"entity_raw","3","0x1e47","0x1","bool","jobs.permitted_job[MASTER_WRESTLER]","",""
"entity_raw","3","0x1e48","0x1","bool","jobs.permitted_job[AXEMAN]","",""
"entity_raw","3","0x1e49","0x1","bool","jobs.permitted_job[MASTER_AXEMAN]","",""
"entity_raw","3","0x1e4a","0x1","bool","jobs.permitted_job[SWORDSMAN]","",""
"entity_raw","3","0x1e4b","0x1","bool","jobs.permitted_job[MASTER_SWORDSMAN]","",""
"entity_raw","3","0x1e4c","0x1","bool","jobs.permitted_job[MACEMAN]","",""
"entity_raw","3","0x1e4d","0x1","bool","jobs.permitted_job[MASTER_MACEMAN]","",""
"entity_raw","3","0x1e4e","0x1","bool","jobs.permitted_job[PIKEMAN]","",""
"entity_raw","3","0x1e4f","0x1","bool","jobs.permitted_job[MASTER_PIKEMAN]","",""
"entity_raw","3","0x1e50","0x1","bool","jobs.permitted_job[BOWMAN]","",""
"entity_raw","3","0x1e51","0x1","bool","jobs.permitted_job[MASTER_BOWMAN]","",""
"entity_raw","3","0x1e52","0x1","bool","jobs.permitted_job[BLOWGUNMAN]","",""
"entity_raw","3","0x1e53","0x1","bool","jobs.permitted_job[MASTER_BLOWGUNMAN]","",""
"entity_raw","3","0x1e54","0x1","bool","jobs.permitted_job[LASHER]","",""
"entity_raw","3","0x1e55","0x1","bool","jobs.permitted_job[MASTER_LASHER]","",""
"entity_raw","3","0x1e56","0x1","bool","jobs.permitted_job[RECRUIT]","",""
"entity_raw","3","0x1e57","0x1","bool","jobs.permitted_job[TRAINED_HUNTER]","",""
"entity_raw","3","0x1e58","0x1","bool","jobs.permitted_job[TRAINED_WAR]","",""
"entity_raw","3","0x1e59","0x1","bool","jobs.permitted_job[MASTER_THIEF]","",""
"entity_raw","3","0x1e5a","0x1","bool","jobs.permitted_job[THIEF]","",""
"entity_raw","3","0x1e5b","0x1","bool","jobs.permitted_job[STANDARD]","",""
"entity_raw","3","0x1e5c","0x1","bool","jobs.permitted_job[CHILD]","",""
"entity_raw","3","0x1e5d","0x1","bool","jobs.permitted_job[BABY]","",""
"entity_raw","3","0x1e5e","0x1","bool","jobs.permitted_job[DRUNK]","",""
"entity_raw","3","0x1e5f","0x1","bool","jobs.permitted_job[SHEARER]","",""
"entity_raw","3","0x1e60","0x1","bool","jobs.permitted_job[SPINNER]","",""
"entity_raw","3","0x1e61","0x1","bool","jobs.permitted_job[POTTER]","",""
"entity_raw","3","0x1e62","0x1","bool","jobs.permitted_job[GLAZER]","",""
"entity_raw","3","0x1e63","0x1","bool","jobs.permitted_job[PRESSER]","",""
"entity_raw","3","0x1e64","0x1","bool","jobs.permitted_job[BEEKEEPER]","",""
"entity_raw","3","0x1e65","0x1","bool","jobs.permitted_job[WAX_WORKER]","",""
"entity_raw","2","0x1e66","0x5e","static-array","jobs.permitted_labor","bool",""
"entity_raw","3","0x1e66","0x1","bool","jobs.permitted_labor[MINE]","",""
"entity_raw","3","0x1e67","0x1","bool","jobs.permitted_labor[HAUL_STONE]","",""
"entity_raw","3","0x1e68","0x1","bool","jobs.permitted_labor[HAUL_WOOD]","",""
"entity_raw","3","0x1e69","0x1","bool","jobs.permitted_labor[HAUL_BODY]","",""
"entity_raw","3","0x1e6a","0x1","bool","jobs.permitted_labor[HAUL_FOOD]","",""
"entity_raw","3","0x1e6b","0x1","bool","jobs.permitted_labor[HAUL_REFUSE]","",""
"entity_raw","3","0x1e6c","0x1","bool","jobs.permitted_labor[HAUL_ITEM]","",""
"entity_raw","3","0x1e6d","0x1","bool","jobs.permitted_labor[HAUL_FURNITURE]","",""
"entity_raw","3","0x1e6e","0x1","bool","jobs.permitted_labor[HAUL_ANIMAL]","",""
"entity_raw","3","0x1e6f","0x1","bool","jobs.permitted_labor[CLEAN]","",""
"entity_raw","3","0x1e70","0x1","bool","jobs.permitted_labor[CUTWOOD]","",""
"entity_raw","3","0x1e71","0x1","bool","jobs.permitted_labor[CARPENTER]","",""
"entity_raw","3","0x1e72","0x1","bool","jobs.permitted_labor[DETAIL]","",""
"entity_raw","3","0x1e73","0x1","bool","jobs.permitted_labor[MASON]","",""
"entity_raw","3","0x1e74","0x1","bool","jobs.permitted_labor[ARCHITECT]","",""
"entity_raw","3","0x1e75","0x1","bool","jobs.permitted_labor[ANIMALTRAIN]","",""
"entity_raw","3","0x1e76","0x1","bool","jobs.permitted_labor[ANIMALCARE]","",""
"entity_raw","3","0x1e77","0x1","bool","jobs.permitted_labor[DIAGNOSE]","",""
"entity_raw","3","0x1e78","0x1","bool","jobs.permitted_labor[SURGERY]","",""
"entity_raw","3","0x1e79","0x1","bool","jobs.permitted_labor[BONE_SETTING]","",""
"entity_raw","3","0x1e7a","0x1","bool","jobs.permitted_labor[SUTURING]","",""
"entity_raw","3","0x1e7b","0x1","bool","jobs.permitted_labor[DRESSING_WOUNDS]","",""
"entity_raw","3","0x1e7c","0x1","bool","jobs.permitted_labor[FEED_WATER_CIVILIANS]","",""
"entity_raw","3","0x1e7d","0x1","bool","jobs.permitted_labor[RECOVER_WOUNDED]","",""
"entity_raw","3","0x1e7e","0x1","bool","jobs.permitted_labor[BUTCHER]","",""
"entity_raw","3","0x1e7f","0x1","bool","jobs.permitted_labor[TRAPPER]","",""
"entity_raw","3","0x1e80","0x1","bool","jobs.permitted_labor[DISSECT_VERMIN]","",""
"entity_raw","3","0x1e81","0x1","bool","jobs.permitted_labor[LEATHER]","",""
"entity_raw","3","0x1e82","0x1","bool","jobs.permitted_labor[TANNER]","",""
"entity_raw","3","0x1e83","0x1","bool","jobs.permitted_labor[BREWER]","",""
"entity_raw","3","0x1e84","0x1","bool","jobs.permitted_labor[ALCHEMIST]","",""
"entity_raw","3","0x1e85","0x1","bool","jobs.permitted_labor[SOAP_MAKER]","",""
"entity_raw","3","0x1e86","0x1","bool","jobs.permitted_labor[WEAVER]","",""
"entity_raw","3","0x1e87","0x1","bool","jobs.permitted_labor[CLOTHESMAKER]","",""
"entity_raw","3","0x1e88","0x1","bool","jobs.permitted_labor[MILLER]","",""
"entity_raw","3","0x1e89","0x1","bool","jobs.permitted_labor[PROCESS_PLANT]","",""
"entity_raw","3","0x1e8a","0x1","bool","jobs.permitted_labor[MAKE_CHEESE]","",""
"entity_raw","3","0x1e8b","0x1","bool","jobs.permitted_labor[MILK]","",""
"entity_raw","3","0x1e8c","0x1","bool","jobs.permitted_labor[COOK]","",""
"entity_raw","3","0x1e8d","0x1","bool","jobs.permitted_labor[PLANT]","",""
"entity_raw","3","0x1e8e","0x1","bool","jobs.permitted_labor[HERBALIST]","",""
"entity_raw","3","0x1e8f","0x1","bool","jobs.permitted_labor[FISH]","",""
"entity_raw","3","0x1e90","0x1","bool","jobs.permitted_labor[CLEAN_FISH]","",""
"entity_raw","3","0x1e91","0x1","bool","jobs.permitted_labor[DISSECT_FISH]","",""
"entity_raw","3","0x1e92","0x1","bool","jobs.permitted_labor[HUNT]","",""
"entity_raw","3","0x1e93","0x1","bool","jobs.permitted_labor[SMELT]","",""
"entity_raw","3","0x1e94","0x1","bool","jobs.permitted_labor[FORGE_WEAPON]","",""
"entity_raw","3","0x1e95","0x1","bool","jobs.permitted_labor[FORGE_ARMOR]","",""
"entity_raw","3","0x1e96","0x1","bool","jobs.permitted_labor[FORGE_FURNITURE]","",""
"entity_raw","3","0x1e97","0x1","bool","jobs.permitted_labor[METAL_CRAFT]","",""
"entity_raw","3","0x1e98","0x1","bool","jobs.permitted_labor[CUT_GEM]","",""
"entity_raw","3","0x1e99","0x1","bool","jobs.permitted_labor[ENCRUST_GEM]","",""
"entity_raw","3","0x1e9a","0x1","bool","jobs.permitted_labor[WOOD_CRAFT]","",""
"entity_raw","3","0x1e9b","0x1","bool","jobs.permitted_labor[STONE_CRAFT]","",""
"entity_raw","3","0x1e9c","0x1","bool","jobs.permitted_labor[BONE_CARVE]","",""
"entity_raw","3","0x1e9d","0x1","bool","jobs.permitted_labor[GLASSMAKER]","",""
"entity_raw","3","0x1e9e","0x1","bool","jobs.permitted_labor[EXTRACT_STRAND]","",""
"entity_raw","3","0x1e9f","0x1","bool","jobs.permitted_labor[SIEGECRAFT]","",""
"entity_raw","3","0x1ea0","0x1","bool","jobs.permitted_labor[SIEGEOPERATE]","",""
"entity_raw","3","0x1ea1","0x1","bool","jobs.permitted_labor[BOWYER]","",""
"entity_raw","3","0x1ea2","0x1","bool","jobs.permitted_labor[MECHANIC]","",""
"entity_raw","3","0x1ea3","0x1","bool","jobs.permitted_labor[POTASH_MAKING]","",""
"entity_raw","3","0x1ea4","0x1","bool","jobs.permitted_labor[LYE_MAKING]","",""
"entity_raw","3","0x1ea5","0x1","bool","jobs.permitted_labor[DYER]","",""
"entity_raw","3","0x1ea6","0x1","bool","jobs.permitted_labor[BURN_WOOD]","",""
"entity_raw","3","0x1ea7","0x1","bool","jobs.permitted_labor[OPERATE_PUMP]","",""
"entity_raw","3","0x1ea8","0x1","bool","jobs.permitted_labor[SHEARER]","",""
"entity_raw","3","0x1ea9","0x1","bool","jobs.permitted_labor[SPINNER]","",""
"entity_raw","3","0x1eaa","0x1","bool","jobs.permitted_labor[POTTERY]","",""
"entity_raw","3","0x1eab","0x1","bool","jobs.permitted_labor[GLAZING]","",""
"entity_raw","3","0x1eac","0x1","bool","jobs.permitted_labor[PRESSING]","",""
"entity_raw","3","0x1ead","0x1","bool","jobs.permitted_labor[BEEKEEPING]","",""
"entity_raw","3","0x1eae","0x1","bool","jobs.permitted_labor[WAX_WORKING]","",""
"entity_raw","3","0x1eaf","0x1","bool","jobs.permitted_labor[73]","",""
"entity_raw","3","0x1eb0","0x1","bool","jobs.permitted_labor[74]","",""
"entity_raw","3","0x1eb1","0x1","bool","jobs.permitted_labor[75]","",""
"entity_raw","3","0x1eb2","0x1","bool","jobs.permitted_labor[76]","",""
"entity_raw","3","0x1eb3","0x1","bool","jobs.permitted_labor[77]","",""
"entity_raw","3","0x1eb4","0x1","bool","jobs.permitted_labor[78]","",""
"entity_raw","3","0x1eb5","0x1","bool","jobs.permitted_labor[79]","",""
"entity_raw","3","0x1eb6","0x1","bool","jobs.permitted_labor[80]","",""
"entity_raw","3","0x1eb7","0x1","bool","jobs.permitted_labor[81]","",""
"entity_raw","3","0x1eb8","0x1","bool","jobs.permitted_labor[82]","",""
"entity_raw","3","0x1eb9","0x1","bool","jobs.permitted_labor[83]","",""
"entity_raw","3","0x1eba","0x1","bool","jobs.permitted_labor[84]","",""
"entity_raw","3","0x1ebb","0x1","bool","jobs.permitted_labor[85]","",""
"entity_raw","3","0x1ebc","0x1","bool","jobs.permitted_labor[86]","",""
"entity_raw","3","0x1ebd","0x1","bool","jobs.permitted_labor[87]","",""
"entity_raw","3","0x1ebe","0x1","bool","jobs.permitted_labor[88]","",""
"entity_raw","3","0x1ebf","0x1","bool","jobs.permitted_labor[89]","",""
"entity_raw","3","0x1ec0","0x1","bool","jobs.permitted_labor[90]","",""
"entity_raw","3","0x1ec1","0x1","bool","jobs.permitted_labor[91]","",""
"entity_raw","3","0x1ec2","0x1","bool","jobs.permitted_labor[92]","",""
"entity_raw","3","0x1ec3","0x1","bool","jobs.permitted_labor[93]","",""
"entity_raw","2","0x1ec4","0x74","static-array","jobs.permitted_skill","bool",""
"entity_raw","3","0x1ec4","0x1","bool","jobs.permitted_skill[MINING]","",""
"entity_raw","3","0x1ec5","0x1","bool","jobs.permitted_skill[WOODCUTTING]","",""
"entity_raw","3","0x1ec6","0x1","bool","jobs.permitted_skill[CARPENTRY]","",""
"entity_raw","3","0x1ec7","0x1","bool","jobs.permitted_skill[DETAILSTONE]","",""
"entity_raw","3","0x1ec8","0x1","bool","jobs.permitted_skill[MASONRY]","",""
"entity_raw","3","0x1ec9","0x1","bool","jobs.permitted_skill[ANIMALTRAIN]","",""
"entity_raw","3","0x1eca","0x1","bool","jobs.permitted_skill[ANIMALCARE]","",""
"entity_raw","3","0x1ecb","0x1","bool","jobs.permitted_skill[DISSECT_FISH]","",""
"entity_raw","3","0x1ecc","0x1","bool","jobs.permitted_skill[DISSECT_VERMIN]","",""
"entity_raw","3","0x1ecd","0x1","bool","jobs.permitted_skill[PROCESSFISH]","",""
"entity_raw","3","0x1ece","0x1","bool","jobs.permitted_skill[BUTCHER]","",""
"entity_raw","3","0x1ecf","0x1","bool","jobs.permitted_skill[TRAPPING]","",""
"entity_raw","3","0x1ed0","0x1","bool","jobs.permitted_skill[TANNER]","",""
"entity_raw","3","0x1ed1","0x1","bool","jobs.permitted_skill[WEAVING]","",""
"entity_raw","3","0x1ed2","0x1","bool","jobs.permitted_skill[BREWING]","",""
"entity_raw","3","0x1ed3","0x1","bool","jobs.permitted_skill[ALCHEMY]","",""
"entity_raw","3","0x1ed4","0x1","bool","jobs.permitted_skill[CLOTHESMAKING]","",""
"entity_raw","3","0x1ed5","0x1","bool","jobs.permitted_skill[MILLING]","",""
"entity_raw","3","0x1ed6","0x1","bool","jobs.permitted_skill[PROCESSPLANTS]","",""
"entity_raw","3","0x1ed7","0x1","bool","jobs.permitted_skill[CHEESEMAKING]","",""
"entity_raw","3","0x1ed8","0x1","bool","jobs.permitted_skill[MILK]","",""
"entity_raw","3","0x1ed9","0x1","bool","jobs.permitted_skill[COOK]","",""
"entity_raw","3","0x1eda","0x1","bool","jobs.permitted_skill[PLANT]","",""
"entity_raw","3","0x1edb","0x1","bool","jobs.permitted_skill[HERBALISM]","",""
"entity_raw","3","0x1edc","0x1","bool","jobs.permitted_skill[FISH]","",""
"entity_raw","3","0x1edd","0x1","bool","jobs.permitted_skill[SMELT]","",""
"entity_raw","3","0x1ede","0x1","bool","jobs.permitted_skill[EXTRACT_STRAND]","",""
"entity_raw","3","0x1edf","0x1","bool","jobs.permitted_skill[FORGE_WEAPON]","",""
"entity_raw","3","0x1ee0","0x1","bool","jobs.permitted_skill[FORGE_ARMOR]","",""
"entity_raw","3","0x1ee1","0x1","bool","jobs.permitted_skill[FORGE_FURNITURE]","",""
"entity_raw","3","0x1ee2","0x1","bool","jobs.permitted_skill[CUTGEM]","",""
"entity_raw","3","0x1ee3","0x1","bool","jobs.permitted_skill[ENCRUSTGEM]","",""
"entity_raw","3","0x1ee4","0x1","bool","jobs.permitted_skill[WOODCRAFT]","",""
"entity_raw","3","0x1ee5","0x1","bool","jobs.permitted_skill[STONECRAFT]","",""
"entity_raw","3","0x1ee6","0x1","bool","jobs.permitted_skill[METALCRAFT]","",""
"entity_raw","3","0x1ee7","0x1","bool","jobs.permitted_skill[GLASSMAKER]","",""
"entity_raw","3","0x1ee8","0x1","bool","jobs.permitted_skill[LEATHERWORK]","",""
"entity_raw","3","0x1ee9","0x1","bool","jobs.permitted_skill[BONECARVE]","",""
"entity_raw","3","0x1eea","0x1","bool","jobs.permitted_skill[AXE]","",""
"entity_raw","3","0x1eeb","0x1","bool","jobs.permitted_skill[SWORD]","",""
"entity_raw","3","0x1eec","0x1","bool","jobs.permitted_skill[DAGGER]","",""
"entity_raw","3","0x1eed","0x1","bool","jobs.permitted_skill[MACE]","",""
"entity_raw","3","0x1eee","0x1","bool","jobs.permitted_skill[HAMMER]","",""
"entity_raw","3","0x1eef","0x1","bool","jobs.permitted_skill[SPEAR]","",""
"entity_raw","3","0x1ef0","0x1","bool","jobs.permitted_skill[CROSSBOW]","",""
"entity_raw","3","0x1ef1","0x1","bool","jobs.permitted_skill[SHIELD]","",""
"entity_raw","3","0x1ef2","0x1","bool","jobs.permitted_skill[ARMOR]","",""
"entity_raw","3","0x1ef3","0x1","bool","jobs.permitted_skill[SIEGECRAFT]","",""
"entity_raw","3","0x1ef4","0x1","bool","jobs.permitted_skill[SIEGEOPERATE]","",""
"entity_raw","3","0x1ef5","0x1","bool","jobs.permitted_skill[BOWYER]","",""
"entity_raw","3","0x1ef6","0x1","bool","jobs.permitted_skill[PIKE]","",""
"entity_raw","3","0x1ef7","0x1","bool","jobs.permitted_skill[WHIP]","",""
"entity_raw","3","0x1ef8","0x1","bool","jobs.permitted_skill[BOW]","",""
"entity_raw","3","0x1ef9","0x1","bool","jobs.permitted_skill[BLOWGUN]","",""
"entity_raw","3","0x1efa","0x1","bool","jobs.permitted_skill[THROW]","",""
"entity_raw","3","0x1efb","0x1","bool","jobs.permitted_skill[MECHANICS]","",""
"entity_raw","3","0x1efc","0x1","bool","jobs.permitted_skill[MAGIC_NATURE]","",""
"entity_raw","3","0x1efd","0x1","bool","jobs.permitted_skill[SNEAK]","",""
"entity_raw","3","0x1efe","0x1","bool","jobs.permitted_skill[DESIGNBUILDING]","",""
"entity_raw","3","0x1eff","0x1","bool","jobs.permitted_skill[DRESS_WOUNDS]","",""
"entity_raw","3","0x1f00","0x1","bool","jobs.permitted_skill[DIAGNOSE]","",""
"entity_raw","3","0x1f01","0x1","bool","jobs.permitted_skill[SURGERY]","",""
"entity_raw","3","0x1f02","0x1","bool","jobs.permitted_skill[SET_BONE]","",""
"entity_raw","3","0x1f03","0x1","bool","jobs.permitted_skill[SUTURE]","",""
"entity_raw","3","0x1f04","0x1","bool","jobs.permitted_skill[CRUTCH_WALK]","",""
"entity_raw","3","0x1f05","0x1","bool","jobs.permitted_skill[WOOD_BURNING]","",""
"entity_raw","3","0x1f06","0x1","bool","jobs.permitted_skill[LYE_MAKING]","",""
"entity_raw","3","0x1f07","0x1","bool","jobs.permitted_skill[SOAP_MAKING]","",""
"entity_raw","3","0x1f08","0x1","bool","jobs.permitted_skill[POTASH_MAKING]","",""
"entity_raw","3","0x1f09","0x1","bool","jobs.permitted_skill[DYER]","",""
"entity_raw","3","0x1f0a","0x1","bool","jobs.permitted_skill[OPERATE_PUMP]","",""
"entity_raw","3","0x1f0b","0x1","bool","jobs.permitted_skill[SWIMMING]","",""
"entity_raw","3","0x1f0c","0x1","bool","jobs.permitted_skill[PERSUASION]","",""
"entity_raw","3","0x1f0d","0x1","bool","jobs.permitted_skill[NEGOTIATION]","",""
"entity_raw","3","0x1f0e","0x1","bool","jobs.permitted_skill[JUDGING_INTENT]","",""
"entity_raw","3","0x1f0f","0x1","bool","jobs.permitted_skill[APPRAISAL]","",""
"entity_raw","3","0x1f10","0x1","bool","jobs.permitted_skill[ORGANIZATION]","",""
"entity_raw","3","0x1f11","0x1","bool","jobs.permitted_skill[RECORD_KEEPING]","",""
"entity_raw","3","0x1f12","0x1","bool","jobs.permitted_skill[LYING]","",""
"entity_raw","3","0x1f13","0x1","bool","jobs.permitted_skill[INTIMIDATION]","",""
"entity_raw","3","0x1f14","0x1","bool","jobs.permitted_skill[CONVERSATION]","",""
"entity_raw","3","0x1f15","0x1","bool","jobs.permitted_skill[COMEDY]","",""
"entity_raw","3","0x1f16","0x1","bool","jobs.permitted_skill[FLATTERY]","",""
"entity_raw","3","0x1f17","0x1","bool","jobs.permitted_skill[CONSOLE]","",""
"entity_raw","3","0x1f18","0x1","bool","jobs.permitted_skill[PACIFY]","",""
"entity_raw","3","0x1f19","0x1","bool","jobs.permitted_skill[TRACKING]","",""
"entity_raw","3","0x1f1a","0x1","bool","jobs.permitted_skill[KNOWLEDGE_ACQUISITION]","",""
"entity_raw","3","0x1f1b","0x1","bool","jobs.permitted_skill[CONCENTRATION]","",""
"entity_raw","3","0x1f1c","0x1","bool","jobs.permitted_skill[DISCIPLINE]","",""
"entity_raw","3","0x1f1d","0x1","bool","jobs.permitted_skill[SITUATIONAL_AWARENESS]","",""
"entity_raw","3","0x1f1e","0x1","bool","jobs.permitted_skill[WRITING]","",""
"entity_raw","3","0x1f1f","0x1","bool","jobs.permitted_skill[PROSE]","",""
"entity_raw","3","0x1f20","0x1","bool","jobs.permitted_skill[POETRY]","",""
"entity_raw","3","0x1f21","0x1","bool","jobs.permitted_skill[READING]","",""
"entity_raw","3","0x1f22","0x1","bool","jobs.permitted_skill[SPEAKING]","",""
"entity_raw","3","0x1f23","0x1","bool","jobs.permitted_skill[COORDINATION]","",""
"entity_raw","3","0x1f24","0x1","bool","jobs.permitted_skill[BALANCE]","",""
"entity_raw","3","0x1f25","0x1","bool","jobs.permitted_skill[LEADERSHIP]","",""
"entity_raw","3","0x1f26","0x1","bool","jobs.permitted_skill[TEACHING]","",""
"entity_raw","3","0x1f27","0x1","bool","jobs.permitted_skill[MELEE_COMBAT]","",""
"entity_raw","3","0x1f28","0x1","bool","jobs.permitted_skill[RANGED_COMBAT]","",""
"entity_raw","3","0x1f29","0x1","bool","jobs.permitted_skill[WRESTLING]","",""
