"Global","Level","Address","Size","Field Type","Field Name","Elt Type","Comment"
"ui","4","0x965e96c","0x4","int32_t","ui.tasks[5][DumpItem]","",""
"ui","4","0x965e970","0x4","int32_t","ui.tasks[5][StrangeMoodCrafter]","",""
"ui","4","0x965e974","0x4","int32_t","ui.tasks[5][StrangeMoodJeweller]","",""
"ui","4","0x965e978","0x4","int32_t","ui.tasks[5][StrangeMoodForge]","",""
"ui","4","0x965e97c","0x4","int32_t","ui.tasks[5][StrangeMoodMagmaForge]","",""
"ui","4","0x965e980","0x4","int32_t","ui.tasks[5][StrangeMoodBrooding]","",""
"ui","4","0x965e984","0x4","int32_t","ui.tasks[5][StrangeMoodFell]","",""
"ui","4","0x965e988","0x4","int32_t","ui.tasks[5][StrangeMoodCarpenter]","",""
"ui","4","0x965e98c","0x4","int32_t","ui.tasks[5][StrangeMoodMason]","",""
"ui","4","0x965e990","0x4","int32_t","ui.tasks[5][StrangeMoodBowyer]","",""
"ui","4","0x965e994","0x4","int32_t","ui.tasks[5][StrangeMoodTanner]","",""
"ui","4","0x965e998","0x4","int32_t","ui.tasks[5][StrangeMoodWeaver]","",""
"ui","4","0x965e99c","0x4","int32_t","ui.tasks[5][StrangeMoodGlassmaker]","",""
"ui","4","0x965e9a0","0x4","int32_t","ui.tasks[5][StrangeMoodMechanics]","",""
"ui","4","0x965e9a4","0x4","int32_t","ui.tasks[5][ConstructBuilding]","",""
"ui","4","0x965e9a8","0x4","int32_t","ui.tasks[5][ConstructDoor]","",""
"ui","4","0x965e9ac","0x4","int32_t","ui.tasks[5][ConstructFloodgate]","",""
"ui","4","0x965e9b0","0x4","int32_t","ui.tasks[5][ConstructBed]","",""
"ui","4","0x965e9b4","0x4","int32_t","ui.tasks[5][ConstructThrone]","",""
"ui","4","0x965e9b8","0x4","int32_t","ui.tasks[5][ConstructCoffin]","",""
"ui","4","0x965e9bc","0x4","int32_t","ui.tasks[5][ConstructTable]","",""
"ui","4","0x965e9c0","0x4","int32_t","ui.tasks[5][ConstructChest]","",""
"ui","4","0x965e9c4","0x4","int32_t","ui.tasks[5][ConstructBin]","",""
"ui","4","0x965e9c8","0x4","int32_t","ui.tasks[5][ConstructArmorStand]","",""
"ui","4","0x965e9cc","0x4","int32_t","ui.tasks[5][ConstructWeaponRack]","",""
"ui","4","0x965e9d0","0x4","int32_t","ui.tasks[5][ConstructCabinet]","",""
"ui","4","0x965e9d4","0x4","int32_t","ui.tasks[5][ConstructStatue]","",""
"ui","4","0x965e9d8","0x4","int32_t","ui.tasks[5][ConstructBlocks]","",""
"ui","4","0x965e9dc","0x4","int32_t","ui.tasks[5][MakeRawGlass]","",""
"ui","4","0x965e9e0","0x4","int32_t","ui.tasks[5][MakeCrafts]","",""
"ui","4","0x965e9e4","0x4","int32_t","ui.tasks[5][MintCoins]","",""
"ui","4","0x965e9e8","0x4","int32_t","ui.tasks[5][CutGems]","",""
"ui","4","0x965e9ec","0x4","int32_t","ui.tasks[5][CutGlass]","",""
"ui","4","0x965e9f0","0x4","int32_t","ui.tasks[5][EncrustWithGems]","",""
"ui","4","0x965e9f4","0x4","int32_t","ui.tasks[5][EncrustWithGlass]","",""
"ui","4","0x965e9f8","0x4","int32_t","ui.tasks[5][DestroyBuilding]","",""
"ui","4","0x965e9fc","0x4","int32_t","ui.tasks[5][SmeltOre]","",""
"ui","4","0x965ea00","0x4","int32_t","ui.tasks[5][MeltMetalObject]","",""
"ui","4","0x965ea04","0x4","int32_t","ui.tasks[5][ExtractMetalStrands]","",""
"ui","4","0x965ea08","0x4","int32_t","ui.tasks[5][PlantSeeds]","",""
"ui","4","0x965ea0c","0x4","int32_t","ui.tasks[5][HarvestPlants]","",""
"ui","4","0x965ea10","0x4","int32_t","ui.tasks[5][TrainHuntingAnimal]","",""
"ui","4","0x965ea14","0x4","int32_t","ui.tasks[5][TrainWarAnimal]","",""
"ui","4","0x965ea18","0x4","int32_t","ui.tasks[5][MakeWeapon]","",""
"ui","4","0x965ea1c","0x4","int32_t","ui.tasks[5][ForgeAnvil]","",""
"ui","4","0x965ea20","0x4","int32_t","ui.tasks[5][ConstructCatapultParts]","",""
"ui","4","0x965ea24","0x4","int32_t","ui.tasks[5][ConstructBallistaParts]","",""
"ui","4","0x965ea28","0x4","int32_t","ui.tasks[5][MakeArmor]","",""
"ui","4","0x965ea2c","0x4","int32_t","ui.tasks[5][MakeHelm]","",""
"ui","4","0x965ea30","0x4","int32_t","ui.tasks[5][MakePants]","",""
"ui","4","0x965ea34","0x4","int32_t","ui.tasks[5][StudWith]","",""
"ui","4","0x965ea38","0x4","int32_t","ui.tasks[5][ButcherAnimal]","",""
"ui","4","0x965ea3c","0x4","int32_t","ui.tasks[5][PrepareRawFish]","",""
"ui","4","0x965ea40","0x4","int32_t","ui.tasks[5][MillPlants]","",""
"ui","4","0x965ea44","0x4","int32_t","ui.tasks[5][BaitTrap]","",""
"ui","4","0x965ea48","0x4","int32_t","ui.tasks[5][MilkCreature]","",""
"ui","4","0x965ea4c","0x4","int32_t","ui.tasks[5][MakeCheese]","",""
"ui","4","0x965ea50","0x4","int32_t","ui.tasks[5][ProcessPlants]","",""
"ui","4","0x965ea54","0x4","int32_t","ui.tasks[5][ProcessPlantsBag]","",""
"ui","4","0x965ea58","0x4","int32_t","ui.tasks[5][ProcessPlantsVial]","",""
"ui","4","0x965ea5c","0x4","int32_t","ui.tasks[5][ProcessPlantsBarrel]","",""
"ui","4","0x965ea60","0x4","int32_t","ui.tasks[5][PrepareMeal]","",""
"ui","4","0x965ea64","0x4","int32_t","ui.tasks[5][WeaveCloth]","",""
"ui","4","0x965ea68","0x4","int32_t","ui.tasks[5][MakeGloves]","",""
"ui","4","0x965ea6c","0x4","int32_t","ui.tasks[5][MakeShoes]","",""
"ui","4","0x965ea70","0x4","int32_t","ui.tasks[5][MakeShield]","",""
"ui","4","0x965ea74","0x4","int32_t","ui.tasks[5][MakeCage]","",""
"ui","4","0x965ea78","0x4","int32_t","ui.tasks[5][MakeChain]","",""
"ui","4","0x965ea7c","0x4","int32_t","ui.tasks[5][MakeFlask]","",""
"ui","4","0x965ea80","0x4","int32_t","ui.tasks[5][MakeGoblet]","",""
"ui","4","0x965ea84","0x4","int32_t","ui.tasks[5][MakeInstrument]","",""
"ui","4","0x965ea88","0x4","int32_t","ui.tasks[5][MakeToy]","",""
"ui","4","0x965ea8c","0x4","int32_t","ui.tasks[5][MakeAnimalTrap]","",""
"ui","4","0x965ea90","0x4","int32_t","ui.tasks[5][MakeBarrel]","",""
"ui","4","0x965ea94","0x4","int32_t","ui.tasks[5][MakeBucket]","",""
"ui","4","0x965ea98","0x4","int32_t","ui.tasks[5][MakeWindow]","",""
"ui","4","0x965ea9c","0x4","int32_t","ui.tasks[5][MakeTotem]","",""
"ui","4","0x965eaa0","0x4","int32_t","ui.tasks[5][MakeAmmo]","",""
"ui","4","0x965eaa4","0x4","int32_t","ui.tasks[5][DecorateWith]","",""
"ui","4","0x965eaa8","0x4","int32_t","ui.tasks[5][MakeBackpack]","",""
"ui","4","0x965eaac","0x4","int32_t","ui.tasks[5][MakeQuiver]","",""
"ui","4","0x965eab0","0x4","int32_t","ui.tasks[5][MakeBallistaArrowHead]","",""
"ui","4","0x965eab4","0x4","int32_t","ui.tasks[5][AssembleSiegeAmmo]","",""
"ui","4","0x965eab8","0x4","int32_t","ui.tasks[5][LoadCatapult]","",""
"ui","4","0x965eabc","0x4","int32_t","ui.tasks[5][LoadBallista]","",""
"ui","4","0x965eac0","0x4","int32_t","ui.tasks[5][FireCatapult]","",""
"ui","4","0x965eac4","0x4","int32_t","ui.tasks[5][FireBallista]","",""
"ui","4","0x965eac8","0x4","int32_t","ui.tasks[5][ConstructMechanisms]","",""
"ui","4","0x965eacc","0x4","int32_t","ui.tasks[5][MakeTrapComponent]","",""
"ui","4","0x965ead0","0x4","int32_t","ui.tasks[5][LoadCageTrap]","",""
"ui","4","0x965ead4","0x4","int32_t","ui.tasks[5][LoadStoneTrap]","",""
"ui","4","0x965ead8","0x4","int32_t","ui.tasks[5][LoadWeaponTrap]","",""
"ui","4","0x965eadc","0x4","int32_t","ui.tasks[5][CleanTrap]","",""
"ui","4","0x965eae0","0x4","int32_t","ui.tasks[5][CastSpell]","",""
"ui","4","0x965eae4","0x4","int32_t","ui.tasks[5][LinkBuildingToTrigger]","",""
"ui","4","0x965eae8","0x4","int32_t","ui.tasks[5][PullLever]","",""
"ui","4","0x965eaec","0x4","int32_t","ui.tasks[5][BrewDrink]","",""
"ui","4","0x965eaf0","0x4","int32_t","ui.tasks[5][ExtractFromPlants]","",""
"ui","4","0x965eaf4","0x4","int32_t","ui.tasks[5][ExtractFromRawFish]","",""
"ui","4","0x965eaf8","0x4","int32_t","ui.tasks[5][ExtractFromLandAnimal]","",""
"ui","4","0x965eafc","0x4","int32_t","ui.tasks[5][TameVermin]","",""
"ui","4","0x965eb00","0x4","int32_t","ui.tasks[5][TameAnimal]","",""
"ui","4","0x965eb04","0x4","int32_t","ui.tasks[5][ChainAnimal]","",""
"ui","4","0x965eb08","0x4","int32_t","ui.tasks[5][UnchainAnimal]","",""
"ui","4","0x965eb0c","0x4","int32_t","ui.tasks[5][UnchainPet]","",""
"ui","4","0x965eb10","0x4","int32_t","ui.tasks[5][ReleaseLargeCreature]","",""
"ui","4","0x965eb14","0x4","int32_t","ui.tasks[5][ReleasePet]","",""
"ui","4","0x965eb18","0x4","int32_t","ui.tasks[5][ReleaseSmallCreature]","",""
"ui","4","0x965eb1c","0x4","int32_t","ui.tasks[5][HandleSmallCreature]","",""
"ui","4","0x965eb20","0x4","int32_t","ui.tasks[5][HandleLargeCreature]","",""
"ui","4","0x965eb24","0x4","int32_t","ui.tasks[5][CageLargeCreature]","",""
"ui","4","0x965eb28","0x4","int32_t","ui.tasks[5][CageSmallCreature]","",""
"ui","4","0x965eb2c","0x4","int32_t","ui.tasks[5][RecoverWounded]","",""
"ui","4","0x965eb30","0x4","int32_t","ui.tasks[5][DiagnosePatient]","",""
"ui","4","0x965eb34","0x4","int32_t","ui.tasks[5][ImmobilizeBreak]","",""
"ui","4","0x965eb38","0x4","int32_t","ui.tasks[5][DressWound]","",""
"ui","4","0x965eb3c","0x4","int32_t","ui.tasks[5][CleanPatient]","",""
"ui","4","0x965eb40","0x4","int32_t","ui.tasks[5][Surgery]","",""
"ui","4","0x965eb44","0x4","int32_t","ui.tasks[5][Suture]","",""
"ui","4","0x965eb48","0x4","int32_t","ui.tasks[5][SetBone]","",""
"ui","4","0x965eb4c","0x4","int32_t","ui.tasks[5][PlaceInTraction]","",""
"ui","4","0x965eb50","0x4","int32_t","ui.tasks[5][DrainAquarium]","",""
"ui","4","0x965eb54","0x4","int32_t","ui.tasks[5][FillAquarium]","",""
"ui","4","0x965eb58","0x4","int32_t","ui.tasks[5][FillPond]","",""
"ui","4","0x965eb5c","0x4","int32_t","ui.tasks[5][GiveWater]","",""
"ui","4","0x965eb60","0x4","int32_t","ui.tasks[5][GiveFood]","",""
"ui","4","0x965eb64","0x4","int32_t","ui.tasks[5][GiveWater2]","",""
"ui","4","0x965eb68","0x4","int32_t","ui.tasks[5][GiveFood2]","",""
"ui","4","0x965eb6c","0x4","int32_t","ui.tasks[5][RecoverPet]","",""
"ui","4","0x965eb70","0x4","int32_t","ui.tasks[5][PitLargeAnimal]","",""
"ui","4","0x965eb74","0x4","int32_t","ui.tasks[5][PitSmallAnimal]","",""
"ui","4","0x965eb78","0x4","int32_t","ui.tasks[5][SlaughterAnimal]","",""
"ui","4","0x965eb7c","0x4","int32_t","ui.tasks[5][MakeCharcoal]","",""
"ui","4","0x965eb80","0x4","int32_t","ui.tasks[5][MakeAsh]","",""
"ui","4","0x965eb84","0x4","int32_t","ui.tasks[5][MakeLye]","",""
"ui","4","0x965eb88","0x4","int32_t","ui.tasks[5][MakePotashFromLye]","",""
"ui","4","0x965eb8c","0x4","int32_t","ui.tasks[5][FertilizeField]","",""
"ui","4","0x965eb90","0x4","int32_t","ui.tasks[5][MakePotashFromAsh]","",""
"ui","4","0x965eb94","0x4","int32_t","ui.tasks[5][DyeThread]","",""
"ui","4","0x965eb98","0x4","int32_t","ui.tasks[5][DyeCloth]","",""
"ui","4","0x965eb9c","0x4","int32_t","ui.tasks[5][SewImage]","",""
"ui","4","0x965eba0","0x4","int32_t","ui.tasks[5][MakePipeSection]","",""
"ui","4","0x965eba4","0x4","int32_t","ui.tasks[5][OperatePump]","",""
"ui","4","0x965eba8","0x4","int32_t","ui.tasks[5][ManageWorkOrders]","",""
"ui","4","0x965ebac","0x4","int32_t","ui.tasks[5][UpdateStockpileRecords]","",""
"ui","4","0x965ebb0","0x4","int32_t","ui.tasks[5][TradeAtDepot]","",""
"ui","4","0x965ebb4","0x4","int32_t","ui.tasks[5][ConstructHatchCover]","",""
"ui","4","0x965ebb8","0x4","int32_t","ui.tasks[5][ConstructGrate]","",""
"ui","4","0x965ebbc","0x4","int32_t","ui.tasks[5][RemoveStairs]","",""
"ui","4","0x965ebc0","0x4","int32_t","ui.tasks[5][ConstructQuern]","",""
"ui","4","0x965ebc4","0x4","int32_t","ui.tasks[5][ConstructMillstone]","",""
"ui","4","0x965ebc8","0x4","int32_t","ui.tasks[5][ConstructSplint]","",""
"ui","4","0x965ebcc","0x4","int32_t","ui.tasks[5][ConstructCrutch]","",""
"ui","4","0x965ebd0","0x4","int32_t","ui.tasks[5][ConstructTractionBench]","",""
"ui","4","0x965ebd4","0x4","int32_t","ui.tasks[5][CleanSelf]","",""
"ui","4","0x965ebd8","0x4","int32_t","ui.tasks[5][BringCrutch]","",""
"ui","4","0x965ebdc","0x4","int32_t","ui.tasks[5][ApplyCast]","",""
"ui","4","0x965ebe0","0x4","int32_t","ui.tasks[5][CustomReaction]","",""
"ui","4","0x965ebe4","0x4","int32_t","ui.tasks[5][ConstructSlab]","",""
"ui","4","0x965ebe8","0x4","int32_t","ui.tasks[5][EngraveSlab]","",""
"ui","4","0x965ebec","0x4","int32_t","ui.tasks[5][ShearCreature]","",""
"ui","4","0x965ebf0","0x4","int32_t","ui.tasks[5][SpinThread]","",""
"ui","4","0x965ebf4","0x4","int32_t","ui.tasks[5][PenLargeAnimal]","",""
"ui","4","0x965ebf8","0x4","int32_t","ui.tasks[5][PenSmallAnimal]","",""
"ui","4","0x965ebfc","0x4","int32_t","ui.tasks[5][MakeTool]","",""
"ui","4","0x965ec00","0x4","int32_t","ui.tasks[5][CollectClay]","",""
"ui","4","0x965ec04","0x4","int32_t","ui.tasks[5][InstallColonyInHive]","",""
"ui","4","0x965ec08","0x4","int32_t","ui.tasks[5][CollectHiveProducts]","",""
"ui","4","0x965ec0c","0x4","int32_t","ui.tasks[5][CauseTrouble]","",""
"ui","4","0x965ec10","0x4","int32_t","ui.tasks[5][DrinkBlood]","",""
"ui","4","0x965ec14","0x4","int32_t","ui.tasks[5][ReportCrime]","",""
"ui","4","0x965ec18","0x4","int32_t","ui.tasks[5][ExecuteCriminal]","",""
"ui","4","0x965ec1c","0x4","int32_t","ui.tasks[5][TrainAnimal]","",""
"ui","4","0x965ec20","0x4","int32_t","ui.tasks[5][CarveTrack]","",""
"ui","4","0x965ec24","0x4","int32_t","ui.tasks[5][PushTrackVehicle]","",""
"ui","4","0x965ec28","0x4","int32_t","ui.tasks[5][PlaceTrackVehicle]","",""
"ui","4","0x965ec2c","0x4","int32_t","ui.tasks[5][StoreItemInVehicle]","",""
"ui","4","0x965ec30","0x4","int32_t","ui.tasks[5][231]","",""
"ui","4","0x965ec34","0x4","int32_t","ui.tasks[5][232]","",""
"ui","4","0x965ec38","0x4","int32_t","ui.tasks[5][233]","",""
"ui","4","0x965ec3c","0x4","int32_t","ui.tasks[5][234]","",""
"ui","4","0x965ec40","0x4","int32_t","ui.tasks[5][235]","",""
"ui","4","0x965ec44","0x4","int32_t","ui.tasks[5][236]","",""
"ui","4","0x965ec48","0x4","int32_t","ui.tasks[5][237]","",""
"ui","4","0x965ec4c","0x4","int32_t","ui.tasks[5][238]","",""
"ui","4","0x965ec50","0x4","int32_t","ui.tasks[5][239]","",""
"ui","4","0x965ec54","0x4","int32_t","ui.tasks[5][240]","",""
"ui","4","0x965ec58","0x4","int32_t","ui.tasks[5][241]","",""
"ui","4","0x965ec5c","0x4","int32_t","ui.tasks[5][242]","",""
"ui","4","0x965ec60","0x4","int32_t","ui.tasks[5][243]","",""
"ui","4","0x965ec64","0x4","int32_t","ui.tasks[5][244]","",""
"ui","4","0x965ec68","0x4","int32_t","ui.tasks[5][245]","",""
"ui","4","0x965ec6c","0x4","int32_t","ui.tasks[5][246]","",""
"ui","4","0x965ec70","0x4","int32_t","ui.tasks[5][247]","",""
"ui","4","0x965ec74","0x4","int32_t","ui.tasks[5][248]","",""
"ui","4","0x965ec78","0x4","int32_t","ui.tasks[5][249]","",""
"ui","4","0x965ec7c","0x4","int32_t","ui.tasks[5][250]","",""
"ui","4","0x965ec80","0x4","int32_t","ui.tasks[5][251]","",""
"ui","4","0x965ec84","0x4","int32_t","ui.tasks[5][252]","",""
"ui","4","0x965ec88","0x4","int32_t","ui.tasks[5][253]","",""
"ui","4","0x965ec8c","0x4","int32_t","ui.tasks[5][254]","",""
"ui","4","0x965ec90","0x4","int32_t","ui.tasks[5][255]","",""
"ui","3","0x965eca4","0x410","static-array","ui.tasks[6]","int32_t",""
"ui","4","0x965eca4","0x4","int32_t","ui.tasks[6][CarveFortification]","",""
"ui","4","0x965eca8","0x4","int32_t","ui.tasks[6][DetailWall]","",""
"ui","4","0x965ecac","0x4","int32_t","ui.tasks[6][DetailFloor]","",""
"ui","4","0x965ecb0","0x4","int32_t","ui.tasks[6][Dig]","",""
"ui","4","0x965ecb4","0x4","int32_t","ui.tasks[6][CarveUpwardStaircase]","",""
"ui","4","0x965ecb8","0x4","int32_t","ui.tasks[6][CarveDownwardStaircase]","",""
"ui","4","0x965ecbc","0x4","int32_t","ui.tasks[6][CarveUpDownStaircase]","",""
"ui","4","0x965ecc0","0x4","int32_t","ui.tasks[6][CarveRamp]","",""
"ui","4","0x965ecc4","0x4","int32_t","ui.tasks[6][DigChannel]","",""
"ui","4","0x965ecc8","0x4","int32_t","ui.tasks[6][FellTree]","",""
"ui","4","0x965eccc","0x4","int32_t","ui.tasks[6][GatherPlants]","",""
"ui","4","0x965ecd0","0x4","int32_t","ui.tasks[6][RemoveConstruction]","",""
"ui","4","0x965ecd4","0x4","int32_t","ui.tasks[6][CollectWebs]","",""
"ui","4","0x965ecd8","0x4","int32_t","ui.tasks[6][BringItemToDepot]","",""
"ui","4","0x965ecdc","0x4","int32_t","ui.tasks[6][BringItemToShop]","",""
"ui","4","0x965ece0","0x4","int32_t","ui.tasks[6][Eat]","",""
"ui","4","0x965ece4","0x4","int32_t","ui.tasks[6][GetProvisions]","",""
"ui","4","0x965ece8","0x4","int32_t","ui.tasks[6][Drink]","",""
"ui","4","0x965ecec","0x4","int32_t","ui.tasks[6][Drink2]","",""
"ui","4","0x965ecf0","0x4","int32_t","ui.tasks[6][FillWaterskin]","",""
"ui","4","0x965ecf4","0x4","int32_t","ui.tasks[6][FillWaterskin2]","",""
"ui","4","0x965ecf8","0x4","int32_t","ui.tasks[6][Sleep]","",""
"ui","4","0x965ecfc","0x4","int32_t","ui.tasks[6][CollectSand]","",""
"ui","4","0x965ed00","0x4","int32_t","ui.tasks[6][Fish]","",""
"ui","4","0x965ed04","0x4","int32_t","ui.tasks[6][Hunt]","",""
"ui","4","0x965ed08","0x4","int32_t","ui.tasks[6][HuntVermin]","",""
"ui","4","0x965ed0c","0x4","int32_t","ui.tasks[6][Kidnap]","",""
"ui","4","0x965ed10","0x4","int32_t","ui.tasks[6][BeatCriminal]","",""
"ui","4","0x965ed14","0x4","int32_t","ui.tasks[6][StartingFistFight]","",""
"ui","4","0x965ed18","0x4","int32_t","ui.tasks[6][CollectTaxes]","",""
"ui","4","0x965ed1c","0x4","int32_t","ui.tasks[6][GuardTaxCollector]","",""
"ui","4","0x965ed20","0x4","int32_t","ui.tasks[6][CatchLiveLandAnimal]","",""
"ui","4","0x965ed24","0x4","int32_t","ui.tasks[6][CatchLiveFish]","",""
"ui","4","0x965ed28","0x4","int32_t","ui.tasks[6][ReturnKill]","",""
"ui","4","0x965ed2c","0x4","int32_t","ui.tasks[6][CheckChest]","",""
"ui","4","0x965ed30","0x4","int32_t","ui.tasks[6][StoreOwnedItem]","",""
"ui","4","0x965ed34","0x4","int32_t","ui.tasks[6][PlaceItemInTomb]","",""
"ui","4","0x965ed38","0x4","int32_t","ui.tasks[6][StoreItemInStockpile]","",""
"ui","4","0x965ed3c","0x4","int32_t","ui.tasks[6][StoreItemInBag]","",""
"ui","4","0x965ed40","0x4","int32_t","ui.tasks[6][StoreItemInHospital]","",""
"ui","4","0x965ed44","0x4","int32_t","ui.tasks[6][StoreItemInChest]","",""
"ui","4","0x965ed48","0x4","int32_t","ui.tasks[6][StoreItemInCabinet]","",""
"ui","4","0x965ed4c","0x4","int32_t","ui.tasks[6][StoreWeapon]","",""
"ui","4","0x965ed50","0x4","int32_t","ui.tasks[6][StoreArmor]","",""
"ui","4","0x965ed54","0x4","int32_t","ui.tasks[6][StoreItemInBarrel]","",""
"ui","4","0x965ed58","0x4","int32_t","ui.tasks[6][StoreItemInBin]","",""
"ui","4","0x965ed5c","0x4","int32_t","ui.tasks[6][SeekArtifact]","",""
"ui","4","0x965ed60","0x4","int32_t","ui.tasks[6][SeekInfant]","",""
"ui","4","0x965ed64","0x4","int32_t","ui.tasks[6][AttendParty]","",""
"ui","4","0x965ed68","0x4","int32_t","ui.tasks[6][GoShopping]","",""
"ui","4","0x965ed6c","0x4","int32_t","ui.tasks[6][GoShopping2]","",""
"ui","4","0x965ed70","0x4","int32_t","ui.tasks[6][Clean]","",""
"ui","4","0x965ed74","0x4","int32_t","ui.tasks[6][Rest]","",""
"ui","4","0x965ed78","0x4","int32_t","ui.tasks[6][PickupEquipment]","",""
"ui","4","0x965ed7c","0x4","int32_t","ui.tasks[6][DumpItem]","",""
"ui","4","0x965ed80","0x4","int32_t","ui.tasks[6][StrangeMoodCrafter]","",""
"ui","4","0x965ed84","0x4","int32_t","ui.tasks[6][StrangeMoodJeweller]","",""
"ui","4","0x965ed88","0x4","int32_t","ui.tasks[6][StrangeMoodForge]","",""
"ui","4","0x965ed8c","0x4","int32_t","ui.tasks[6][StrangeMoodMagmaForge]","",""
"ui","4","0x965ed90","0x4","int32_t","ui.tasks[6][StrangeMoodBrooding]","",""
"ui","4","0x965ed94","0x4","int32_t","ui.tasks[6][StrangeMoodFell]","",""
"ui","4","0x965ed98","0x4","int32_t","ui.tasks[6][StrangeMoodCarpenter]","",""
"ui","4","0x965ed9c","0x4","int32_t","ui.tasks[6][StrangeMoodMason]","",""
"ui","4","0x965eda0","0x4","int32_t","ui.tasks[6][StrangeMoodBowyer]","",""
"ui","4","0x965eda4","0x4","int32_t","ui.tasks[6][StrangeMoodTanner]","",""
"ui","4","0x965eda8","0x4","int32_t","ui.tasks[6][StrangeMoodWeaver]","",""
"ui","4","0x965edac","0x4","int32_t","ui.tasks[6][StrangeMoodGlassmaker]","",""
"ui","4","0x965edb0","0x4","int32_t","ui.tasks[6][StrangeMoodMechanics]","",""
"ui","4","0x965edb4","0x4","int32_t","ui.tasks[6][ConstructBuilding]","",""
"ui","4","0x965edb8","0x4","int32_t","ui.tasks[6][ConstructDoor]","",""
"ui","4","0x965edbc","0x4","int32_t","ui.tasks[6][ConstructFloodgate]","",""
"ui","4","0x965edc0","0x4","int32_t","ui.tasks[6][ConstructBed]","",""
"ui","4","0x965edc4","0x4","int32_t","ui.tasks[6][ConstructThrone]","",""
"ui","4","0x965edc8","0x4","int32_t","ui.tasks[6][ConstructCoffin]","",""
"ui","4","0x965edcc","0x4","int32_t","ui.tasks[6][ConstructTable]","",""
"ui","4","0x965edd0","0x4","int32_t","ui.tasks[6][ConstructChest]","",""
"ui","4","0x965edd4","0x4","int32_t","ui.tasks[6][ConstructBin]","",""
"ui","4","0x965edd8","0x4","int32_t","ui.tasks[6][ConstructArmorStand]","",""
"ui","4","0x965eddc","0x4","int32_t","ui.tasks[6][ConstructWeaponRack]","",""
"ui","4","0x965ede0","0x4","int32_t","ui.tasks[6][ConstructCabinet]","",""
"ui","4","0x965ede4","0x4","int32_t","ui.tasks[6][ConstructStatue]","",""
"ui","4","0x965ede8","0x4","int32_t","ui.tasks[6][ConstructBlocks]","",""
"ui","4","0x965edec","0x4","int32_t","ui.tasks[6][MakeRawGlass]","",""
"ui","4","0x965edf0","0x4","int32_t","ui.tasks[6][MakeCrafts]","",""
"ui","4","0x965edf4","0x4","int32_t","ui.tasks[6][MintCoins]","",""
"ui","4","0x965edf8","0x4","int32_t","ui.tasks[6][CutGems]","",""
"ui","4","0x965edfc","0x4","int32_t","ui.tasks[6][CutGlass]","",""
"ui","4","0x965ee00","0x4","int32_t","ui.tasks[6][EncrustWithGems]","",""
"ui","4","0x965ee04","0x4","int32_t","ui.tasks[6][EncrustWithGlass]","",""
"ui","4","0x965ee08","0x4","int32_t","ui.tasks[6][DestroyBuilding]","",""
"ui","4","0x965ee0c","0x4","int32_t","ui.tasks[6][SmeltOre]","",""
"ui","4","0x965ee10","0x4","int32_t","ui.tasks[6][MeltMetalObject]","",""
"ui","4","0x965ee14","0x4","int32_t","ui.tasks[6][ExtractMetalStrands]","",""
"ui","4","0x965ee18","0x4","int32_t","ui.tasks[6][PlantSeeds]","",""
"ui","4","0x965ee1c","0x4","int32_t","ui.tasks[6][HarvestPlants]","",""
"ui","4","0x965ee20","0x4","int32_t","ui.tasks[6][TrainHuntingAnimal]","",""
"ui","4","0x965ee24","0x4","int32_t","ui.tasks[6][TrainWarAnimal]","",""
"ui","4","0x965ee28","0x4","int32_t","ui.tasks[6][MakeWeapon]","",""
"ui","4","0x965ee2c","0x4","int32_t","ui.tasks[6][ForgeAnvil]","",""
"ui","4","0x965ee30","0x4","int32_t","ui.tasks[6][ConstructCatapultParts]","",""
"ui","4","0x965ee34","0x4","int32_t","ui.tasks[6][ConstructBallistaParts]","",""
"ui","4","0x965ee38","0x4","int32_t","ui.tasks[6][MakeArmor]","",""
"ui","4","0x965ee3c","0x4","int32_t","ui.tasks[6][MakeHelm]","",""
"ui","4","0x965ee40","0x4","int32_t","ui.tasks[6][MakePants]","",""
"ui","4","0x965ee44","0x4","int32_t","ui.tasks[6][StudWith]","",""
"ui","4","0x965ee48","0x4","int32_t","ui.tasks[6][ButcherAnimal]","",""
"ui","4","0x965ee4c","0x4","int32_t","ui.tasks[6][PrepareRawFish]","",""
"ui","4","0x965ee50","0x4","int32_t","ui.tasks[6][MillPlants]","",""
"ui","4","0x965ee54","0x4","int32_t","ui.tasks[6][BaitTrap]","",""
"ui","4","0x965ee58","0x4","int32_t","ui.tasks[6][MilkCreature]","",""
"ui","4","0x965ee5c","0x4","int32_t","ui.tasks[6][MakeCheese]","",""
"ui","4","0x965ee60","0x4","int32_t","ui.tasks[6][ProcessPlants]","",""
"ui","4","0x965ee64","0x4","int32_t","ui.tasks[6][ProcessPlantsBag]","",""
"ui","4","0x965ee68","0x4","int32_t","ui.tasks[6][ProcessPlantsVial]","",""
"ui","4","0x965ee6c","0x4","int32_t","ui.tasks[6][ProcessPlantsBarrel]","",""
"ui","4","0x965ee70","0x4","int32_t","ui.tasks[6][PrepareMeal]","",""
"ui","4","0x965ee74","0x4","int32_t","ui.tasks[6][WeaveCloth]","",""
"ui","4","0x965ee78","0x4","int32_t","ui.tasks[6][MakeGloves]","",""
"ui","4","0x965ee7c","0x4","int32_t","ui.tasks[6][MakeShoes]","",""
