"Type","Level","Offset","Size","Field Type","Field Name","Elt Type","Comment"
"creature_raw_flags","1","","","enum-item","?","93",""
"creature_raw_flags","1","","","enum-item","DOES_NOT_EXIST","94",""
"creature_raw_flags","1","","","enum-item","?","95",""
"creature_raw_flags","1","","","enum-item","?","96",""
"creature_raw_flags","1","","","enum-item","?","97",""
"creature_raw_flags","1","","","enum-item","?","98",""
"creature_raw_flags","1","","","enum-item","?","99",""
"creature_raw_flags","1","","","enum-item","?","100",""
"creature_raw_flags","1","","","enum-item","?","101",""
"creature_raw_flags","1","","","enum-item","?","102",""
"creature_raw_flags","1","","","enum-item","ARTIFICIAL_HIVEABLE","103",""
"creature_raw_flags","1","","","enum-item","UBIQUITOUS","104",""
"creature_raw_flags","1","","","enum-item","?","105",""
"creature_raw_flags","1","","","enum-item","?","106",""
"creature_raw_flags","1","","","enum-item","?","107",""
"creature_raw_flags","1","","","enum-item","?","108",""
"creature_raw_flags","1","","","enum-item","?","109",""
"creature_raw_flags","1","","","enum-item","?","110",""
"creature_raw_flags","1","","","enum-item","?","111",""
"creature_variation","0","0x0","0x28","struct-type","creature_variation","",""
"creature_variation","1","0x0","0x4","stl-string","id","",""
"creature_variation","1","0x4","0xc","stl-vector","cv_convert_tag","creature_variation_convert_tag*",""
"creature_variation","1","0x10","0xc","stl-vector","cv_new_tag","stl-string*",""
"creature_variation","1","0x1c","0xc","stl-vector","cv_remove_tag","stl-string*",""
"creature_variation_convert_tag","0","0x0","0xc","struct-type","creature_variation_convert_tag","",""
"creature_variation_convert_tag","1","0x0","0x4","stl-string","cvct_master","",""
"creature_variation_convert_tag","1","0x4","0x4","stl-string","cvct_target","",""
"creature_variation_convert_tag","1","0x8","0x4","stl-string","cvct_replacement","",""
"criminal_case","0","0x0","0x4c","struct-type","criminal_case","",""
"criminal_case","1","0x0","0x4","int32_t","id","",""
"criminal_case","1","0x4","0x4","enum","mode","",""
"criminal_case","2","","","enum-item","ProductionOrderViolation","0",""
"criminal_case","2","","","enum-item","ExportViolation","1",""
"criminal_case","2","","","enum-item","JobOrderViolation","2",""
"criminal_case","2","","","enum-item","ConspiracyToSlowLabor","3",""
"criminal_case","2","","","enum-item","Murder","4",""
"criminal_case","2","","","enum-item","DisorderlyBehavior","5",""
"criminal_case","2","","","enum-item","BuildingDestruction","6",""
"criminal_case","2","","","enum-item","Vandalism","7",""
"criminal_case","1","0x8","0x4","int32_t","","",""
"criminal_case","1","0xc","0x4","int32_t","","",""
"criminal_case","1","0x10","0x4","int32_t","","",""
"criminal_case","1","0x14","0x4","int32_t","criminal","",""
"criminal_case","1","0x18","0x4","int32_t","convicted","",""
"criminal_case","1","0x1c","0x4","int32_t","victim","",""
"criminal_case","1","0x20","0x4","bitfield","flags","",""
"criminal_case","2","0x20","0x0.1","flag-bit","flags.sentenced","",""
"criminal_case","2","0x20.1","0x0.1","flag-bit","flags.discovered","",""
"criminal_case","2","0x20.2","0x0.1","flag-bit","flags.needs_trial","","i.e. the player chooses whom to convict"
"criminal_case","1","0x24","0x4","int32_t","death_id","",""
"criminal_case","1","0x28","0x4","int32_t","event_year","",""
"criminal_case","1","0x2c","0x4","int32_t","event_time","",""
"criminal_case","1","0x30","0x4","int32_t","discovered_year","",""
"criminal_case","1","0x34","0x4","int32_t","discovered_time","",""
"criminal_case","1","0x38","0x4","int32_t","site","",""
"criminal_case","1","0x3c","0x4","int32_t","entity","",""
"criminal_case","1","0x40","0xc","stl-vector","","criminal_case::anon2*","reports"
"criminal_case::anon2","0","0x0","0x24","compound","","",""
"criminal_case::anon2","1","0x0","0x4","int32_t","unk_0","",""
"criminal_case::anon2","1","0x4","0x4","int32_t","unk_4","",""
"criminal_case::anon2","1","0x8","0x4","int32_t","unk_8","",""
"criminal_case::anon2","1","0xc","0x4","int32_t","event_year","",""
"criminal_case::anon2","1","0x10","0x4","int32_t","event_time","",""
"criminal_case::anon2","1","0x14","0x4","int32_t","witness","",""
"criminal_case::anon2","1","0x18","0x4","int32_t","accuses","",""
"criminal_case::anon2","1","0x1c","0x4","int32_t","report_year","",""
"criminal_case::anon2","1","0x20","0x4","int32_t","report_time","",""
"d_init","0","0x0","0xe8","struct-type","d_init","",""
"d_init","1","0x0","0x8","df-flagarray","flags1","flag-bit",""
"d_init","1","0x8","0x4","d_init_nickname","nickname_dwarf","",""
"d_init","1","0xc","0x4","d_init_nickname","nickname_adventure","",""
"d_init","1","0x10","0x4","d_init_nickname","nickname_legends","",""
"d_init","1","0x14","0x4","d_init_nickname","nickname_dwarf2","",""
"d_init","1","0x18","0x4","int32_t","unk_18","",""
"d_init","1","0x1c","0x4","int32_t","unk_1c","",""
"d_init","1","0x20","0x1","uint8_t","sky_tile","",""
"d_init","1","0x22","0x6","static-array","sky_color","int16_t",""
"d_init","1","0x28","0x1","uint8_t","chasm_tile","",""
"d_init","1","0x29","0x1","uint8_t","pillar_tile","",""
"d_init","1","0x2a","0x3c","padding","","","v0.34.08"
"d_init","1","0x66","0x6","static-array","chasm_color","int16_t",""
"d_init","1","0x6c","0x24","compound","wound_color","",""
"d_init","2","0x6c","0x6","static-array","wound_color.none","int16_t",""
"d_init","2","0x72","0x6","static-array","wound_color.minor","int16_t",""
"d_init","2","0x78","0x6","static-array","wound_color.inhibited","int16_t",""
"d_init","2","0x7e","0x6","static-array","wound_color.function_loss","int16_t",""
"d_init","2","0x84","0x6","static-array","wound_color.broken","int16_t",""
"d_init","2","0x8a","0x6","static-array","wound_color.missing","int16_t",""
"d_init","1","0x90","0x2","d_init_idlers","idlers","",""
"d_init","1","0x92","0x2","d_init_tunnel","show_embark_tunnel","",""
"d_init","1","0x94","0x8","df-flagarray","flags2","flag-bit",""
"d_init","1","0x9c","0x4","int32_t","display_length","",""
"d_init","1","0xa0","0x4","d_init_z_view","adventurer_z_view","",""
"d_init","1","0xa4","0x4","int32_t","adventurer_z_view_size","",""
"d_init","1","0xa8","0x8","df-flagarray","flags3","flag-bit",""
"d_init","1","0xb0","0x4","int32_t","population_cap","",""
"d_init","1","0xb4","0x4","int32_t","baby_cap_absolute","",""
"d_init","1","0xb8","0x4","int32_t","baby_cap_percent","",""
"d_init","1","0xbc","0x10","static-array","path_cost","int32_t",""
"d_init","1","0xcc","0x4","static-array","embark_rect","int16_t",""
"d_init","1","0xd0","0xa","compound","store_dist","",""
"d_init","2","0xd0","0x2","int16_t","store_dist.item_decrease","",""
"d_init","2","0xd2","0x2","int16_t","store_dist.seed_combine","",""
"d_init","2","0xd4","0x2","int16_t","store_dist.bucket_combine","",""
"d_init","2","0xd6","0x2","int16_t","store_dist.barrel_combine","",""
"d_init","2","0xd8","0x2","int16_t","store_dist.bin_combine","",""
"d_init","1","0xda","0x1","bool","set_labor_lists","","v0.34.03"
"d_init","1","0xdc","0x4","int32_t","","","v0.34.07"
"d_init","1","0xe0","0x8","df-flagarray","flags4","flag-bit",""
"d_init_flags1","0","0x0","0x4","enum-type","d_init_flags1","",""
"d_init_flags1","1","","","enum-item","VARIED_GROUND_TILES","0",""
"d_init_flags1","1","","","enum-item","ENGRAVINGS_START_OBSCURED","1",""
"d_init_flags1","1","","","enum-item","SHOW_IMP_QUALITY","2",""
"d_init_flags1","1","","","enum-item","SHOW_FLOW_AMOUNTS","3",""
"d_init_flags2","0","0x0","0x4","enum-type","d_init_flags2","",""
"d_init_flags2","1","","","enum-item","MORE","0",""
"d_init_flags2","1","","","enum-item","ADVENTURER_TRAPS","1",""
"d_init_flags2","1","","","enum-item","ADVENTURER_ALWAYS_CENTER","2",""
"d_init_flags3","0","0x0","0x4","enum-type","d_init_flags3","",""
"d_init_flags3","1","","","enum-item","COFFIN_NO_PETS_DEFAULT","0",""
"d_init_flags4","0","0x0","0x4","enum-type","d_init_flags4","",""
"d_init_flags4","1","","","enum-item","TEMPERATURE","0",""
"d_init_flags4","1","","","enum-item","WEATHER","1",""
"d_init_flags4","1","","","enum-item","ECONOMY","2",""
"d_init_flags4","1","","","enum-item","ZERO_RENT","3",""
"d_init_flags4","1","","","enum-item","AUTOSAVE_SEASONAL","4",""
"d_init_flags4","1","","","enum-item","AUTOSAVE_YEARLY","5",""
"d_init_flags4","1","","","enum-item","AUTOSAVE_PAUSE","6",""
"d_init_flags4","1","","","enum-item","AUTOBACKUP","7",""
"d_init_flags4","1","","","enum-item","INITIAL_SAVE","8",""
"d_init_flags4","1","","","enum-item","INVADERS","9",""
"d_init_flags4","1","","","enum-item","CAVEINS","10",""
"d_init_flags4","1","","","enum-item","ARTIFACTS","11",""
"d_init_flags4","1","","","enum-item","LOG_MAP_REJECTS","12",""
"d_init_flags4","1","","","enum-item","PAUSE_ON_LOAD","13",""
"d_init_flags4","1","","","enum-item","EMBARK_WARNING_ALWAYS","14",""
"d_init_flags4","1","","","enum-item","SHOW_ALL_HISTORY_IN_DWARF_MODE","15",""
"d_init_flags4","1","","","enum-item","TESTING_ARENA","16",""
"d_init_flags4","1","","","enum-item","WALKING_SPREADS_SPATTER_DWF","17",""
"d_init_flags4","1","","","enum-item","WALKING_SPREADS_SPATTER_ADV","18",""
"d_init_idlers","0","0x0","0x4","enum-type","d_init_idlers","",""
"d_init_idlers","1","","","enum-item","OFF","-1",""
"d_init_idlers","1","","","enum-item","TOP","0",""
"d_init_idlers","1","","","enum-item","BOTTOM","1",""
"d_init_nickname","0","0x0","0x4","enum-type","d_init_nickname","",""
"d_init_nickname","1","","","enum-item","REPLACE_FIRST","0",""
"d_init_nickname","1","","","enum-item","CENTRALIZE","1",""
"d_init_nickname","1","","","enum-item","REPLACE_ALL","2",""
"d_init_tunnel","0","0x0","0x4","enum-type","d_init_tunnel","",""
"d_init_tunnel","1","","","enum-item","NO","0",""
"d_init_tunnel","1","","","enum-item","FINDER","1",""
"d_init_tunnel","1","","","enum-item","ALWAYS","2",""
"d_init_z_view","0","0x0","0x4","enum-type","d_init_z_view","",""
"d_init_z_view","1","","","enum-item","OFF","0",""
"d_init_z_view","1","","","enum-item","UNHIDDEN","1",""
"d_init_z_view","1","","","enum-item","CREATURE","2",""
"d_init_z_view","1","","","enum-item","ON","3",""
"death_info","0","0x0","0x38","struct-type","death_info","",""
"death_info","1","0x0","0x4","int32_t","id","",""
"death_info","1","0x4","0x4","int32_t","unk_4","",""
"death_info","1","0x8","0xc","stl-vector","unk_8","int32_t",""
"death_info","1","0x14","0x4","int32_t","victim","",""
"death_info","1","0x18","0x4","int32_t","killer","",""
"death_info","1","0x1c","0x4","int32_t","crime_id","",""
"death_info","1","0x20","0x4","int32_t","site","",""
"death_info","1","0x24","0x4","int32_t","entity","",""
"death_info","1","0x28","0x4","int32_t","event_year","",""
"death_info","1","0x2c","0x4","int32_t","event_time","",""
"death_info","1","0x30","0x4","bitfield","flags","",""
"death_info","2","0x30","0x0.1","flag-bit","flags.announced_missing","",""
"death_info","2","0x30.1","0x0.1","flag-bit","flags.discovered","",""
"death_info","1","0x34","0x2","int16_t","death_cause","","drained of blood, etc - a switch key"
"descriptor_color","0","0x0","0x30","struct-type","descriptor_color","",""
"descriptor_color","1","0x0","0x4","stl-string","id","",""
"descriptor_color","1","0x4","0xc","stl-vector","word_unk","padding",""
"descriptor_color","1","0x10","0xc","stl-vector","words","int32_t",""
"descriptor_color","1","0x1c","0x4","stl-string","name","",""
"descriptor_color","1","0x20","0x2","int16_t","unk_58","",""
"descriptor_color","1","0x24","0x4","s-float","red","",""
"descriptor_color","1","0x28","0x4","s-float","green","",""
"descriptor_color","1","0x2c","0x4","s-float","blue","",""
"descriptor_pattern","0","0x0","0x20","struct-type","descriptor_pattern","",""
"descriptor_pattern","1","0x0","0x4","stl-string","id","",""
"descriptor_pattern","1","0x4","0xc","stl-vector","colors","int16_t",""
"descriptor_pattern","1","0x10","0x2","pattern_type","pattern","",""
"descriptor_pattern","1","0x14","0xc","stl-vector","cp_color","padding",""
"descriptor_shape","0","0x0","0x38","struct-type","descriptor_shape","",""
"descriptor_shape","1","0x0","0x4","stl-string","id","",""
"descriptor_shape","1","0x4","0xc","stl-vector","word_unk","padding",""
"descriptor_shape","1","0x10","0xc","stl-vector","words","int32_t",""
"descriptor_shape","1","0x1c","0x4","stl-string","name","",""
"descriptor_shape","1","0x20","0x4","stl-string","name_plural","",""
"descriptor_shape","1","0x24","0xc","stl-vector","adj","stl-string*",""
"descriptor_shape","1","0x30","0x4","bitfield","gems_use","",""
"descriptor_shape","2","0x30","0x0.1","flag-bit","gems_use.noun","",""
"descriptor_shape","2","0x30.1","0x0.1","flag-bit","gems_use.adj","",""
"descriptor_shape","2","0x30.2","0x0.1","flag-bit","gems_use.adj_noun","",""
"descriptor_shape","1","0x34","0x1","uint8_t","tile","",""
"dfhack_material_category","0","0x0","0x4","bitfield-type","dfhack_material_category","","An extended version of job_material_category,            for use in some plugins, like workflow.        "
"dfhack_material_category","1","0x0","0x0.1","flag-bit","plant","",""
"dfhack_material_category","1","0x0.1","0x0.1","flag-bit","wood","",""
"dfhack_material_category","1","0x0.2","0x0.1","flag-bit","cloth","",""
"dfhack_material_category","1","0x0.3","0x0.1","flag-bit","silk","",""
"dfhack_material_category","1","0x0.4","0x0.1","flag-bit","leather","",""
"dfhack_material_category","1","0x0.5","0x0.1","flag-bit","bone","",""
"dfhack_material_category","1","0x0.6","0x0.1","flag-bit","shell","",""
"dfhack_material_category","1","0x0.7","0x0.1","flag-bit","wood2","",""
"dfhack_material_category","1","0x1","0x0.1","flag-bit","soap","",""
"dfhack_material_category","1","0x1.1","0x0.1","flag-bit","tooth","",""
"dfhack_material_category","1","0x1.2","0x0.1","flag-bit","horn","",""
"dfhack_material_category","1","0x1.3","0x0.1","flag-bit","pearl","",""
"dfhack_material_category","1","0x1.4","0x0.1","flag-bit","yarn","",""
"dfhack_material_category","1","0x1.5","0x0.1","flag-bit","metal","",""
"dfhack_material_category","1","0x1.6","0x0.1","flag-bit","stone","",""
"dfhack_material_category","1","0x1.7","0x0.1","flag-bit","sand","",""
"dfhack_material_category","1","0x2","0x0.1","flag-bit","glass","",""
"dfhack_material_category","1","0x2.1","0x0.1","flag-bit","clay","",""
"dipscript_info","0","0x0","0x24","struct-type","dipscript_info","",""
"dipscript_info","1","0x0","0x4","int32_t","unk1","","uninit"
"dipscript_info","1","0x4","0x4","stl-string","script_file","","data/dipscript/dwarf_liaison"
"dipscript_info","1","0x8","0xc","stl-vector","script_steps","padding*",""
"dipscript_info","1","0x14","0xc","stl-vector","unknown","padding","null"
"dipscript_info","1","0x20","0x4","stl-string","code","","DWARF_LIAISON etc"
"door_flags","0","0x0","0x2","bitfield-type","door_flags","",""
"door_flags","1","0x0","0x0.1","flag-bit","forbidden","",""
"door_flags","1","0x0.1","0x0.1","flag-bit","internal","",""
"door_flags","1","0x0.2","0x0.1","flag-bit","taken_by_invaders","",""
"door_flags","1","0x0.3","0x0.1","flag-bit","used_by_intruder","",""
"door_flags","1","0x0.4","0x0.1","flag-bit","closed","",""
"door_flags","1","0x0.5","0x0.1","flag-bit","operated_by_mechanisms","",""
"door_flags","1","0x0.6","0x0.1","flag-bit","pet_passable","",""
"dye_info","0","0x0","0x14","struct-type","dye_info","",""
"dye_info","1","0x0","0x2","int16_t","mat_type","",""
"dye_info","1","0x4","0x4","int32_t","mat_index","",""
"dye_info","1","0x8","0x4","int32_t","dyer","",""
"dye_info","1","0xc","0x2","item_quality","quality","",""
"dye_info","1","0xe","0x2","int16_t","skill_rating","","at the moment of creation"
"dye_info","1","0x10","0x4","int32_t","","",""
"effect_info","0","0x0","0x1c","struct-type","effect_info","",""
"effect_info","1","0x0","0x4","int32_t","","","uninit"
"effect_info","1","0x4","0x4","pointer","","job",""
"effect_info","1","0x8","0x2","int16_t","type","","2 = falling into chasm"
"effect_info","1","0xa","0x2","int16_t","foreground","",""
"effect_info","1","0xc","0x2","int16_t","background","",""
"effect_info","1","0xe","0x1","int8_t","bright","",""
"effect_info","1","0x10","0x6","coord","pos","",""
"effect_info","1","0x18","0x4","int32_t","timer","",""
"embark_finder_option","0","0x0","0x4","enum-type","embark_finder_option","",""
"embark_finder_option","1","","","enum-item","DimensionX","0",""
"embark_finder_option","1","","","enum-item","DimensionY","1",""
"embark_finder_option","1","","","enum-item","Savagery","2",""
"embark_finder_option","1","","","enum-item","Evil","3",""
"embark_finder_option","1","","","enum-item","Elevation","4",""
"embark_finder_option","1","","","enum-item","Temperature","5",""
"embark_finder_option","1","","","enum-item","Rain","6",""
"embark_finder_option","1","","","enum-item","Drainage","7",""
"embark_finder_option","1","","","enum-item","FluxStone","8",""
"embark_finder_option","1","","","enum-item","Aquifer","9",""
"embark_finder_option","1","","","enum-item","River","10",""
"embark_finder_option","1","","","enum-item","UndergroundRiver","11",""
"embark_finder_option","1","","","enum-item","UndergroundPool","12",""
"embark_finder_option","1","","","enum-item","MagmaPool","13",""
"embark_finder_option","1","","","enum-item","MagmaPipe","14",""
"embark_finder_option","1","","","enum-item","Chasm","15",""
"embark_finder_option","1","","","enum-item","BottomlessPit","16",""
"embark_finder_option","1","","","enum-item","OtherFeatures","17",""
"embark_finder_option","1","","","enum-item","ShallowMetal","18",""
"embark_finder_option","1","","","enum-item","DeepMetal","19",""
"embark_finder_option","1","","","enum-item","Soil","20",""
"embark_finder_option","1","","","enum-item","Clay","21",""
"enabler","0","0x0","0x25c","struct-type","enabler","",""
"enabler","1","0x0","0x1","bool","fullscreen","",""
"enabler","1","0x4","0x28","stl-deque","overridden_grid_sizes","enabler::anon2",""
"enabler::anon2","0","0x0","0x8","compound","","",""
"enabler::anon2","1","0x0","0x4","int32_t","","",""
"enabler::anon2","1","0x4","0x4","int32_t","","",""
"enabler","1","0x2c","0x4","pointer","renderer","padding",""
"enabler","1","0x30","0x4","int32_t","calculated_fps","",""
"enabler","1","0x34","0x4","int32_t","calculated_gfps","",""
"enabler","1","0x38","0x28","stl-deque","frame_timings","int32_t",""
"enabler","1","0x60","0x28","stl-deque","gframe_timings","int32_t",""
"enabler","1","0x88","0x4","int32_t","frame_sum","",""
"enabler","1","0x8c","0x4","int32_t","gframe_sum","",""
"enabler","1","0x90","0x4","int32_t","frame_last","",""
"enabler","1","0x94","0x4","int32_t","gframe_last","",""
"enabler","1","0x98","0x4","s-float","fps","",""
"enabler","1","0x9c","0x4","s-float","gfps","",""
"enabler","1","0xa0","0x4","s-float","fps_per_gfps","",""
"enabler","1","0xa4","0x4","uint32_t","last_tick","",""
"enabler","1","0xa8","0x4","s-float","outstanding_frames","",""
"enabler","1","0xac","0x4","s-float","outstanding_gframes","",""
"enabler","1","0xb0","0x4","uint32_t","async_frames","",""
"enabler","1","0xb4","0x1","bool","async_paused","",""
"enabler","1","0xb8","0x30","compound","async_tobox","",""
"enabler","2","0xb8","0x4","pointer","async_tobox.sem","padding",""
"enabler","2","0xbc","0x28","stl-deque","async_tobox.queue","enabler::anon3",""
"enabler::anon3","0","0x0","0x8","compound","","",""
"enabler::anon3","1","0x0","0x4","enum","cmd","",""
"enabler::anon3","2","","","enum-item","pause","0",""
"enabler::anon3","2","","","enum-item","start","1",""
"enabler::anon3","2","","","enum-item","render","2",""
"enabler::anon3","2","","","enum-item","inc","3",""
"enabler::anon3","2","","","enum-item","set_fps","4",""
"enabler::anon3","1","0x4","0x4","int32_t","val","",""
"enabler","2","0xe4","0x4","pointer","async_tobox.sem_fill","padding",""
"enabler","1","0xe8","0x30","compound","async_frombox","",""
"enabler","2","0xe8","0x4","pointer","async_frombox.sem","padding",""
"enabler","2","0xec","0x28","stl-deque","async_frombox.queue","enabler::anon4",""
"enabler::anon4","0","0x0","0xc","compound","","",""
"enabler::anon4","1","0x0","0x4","enum","msg","",""
"enabler::anon4","2","","","enum-item","quit","0",""
"enabler::anon4","2","","","enum-item","complete","1",""
"enabler::anon4","2","","","enum-item","set_fps","2",""
"enabler::anon4","2","","","enum-item","set_gfps","3",""
"enabler::anon4","2","","","enum-item","push_resize","4",""
"enabler::anon4","2","","","enum-item","pop_resize","5",""
"enabler::anon4","2","","","enum-item","reset_textures","6",""
"enabler::anon4","2","0x4","0x4","int32_t","fps","",""
"enabler::anon4","3","0x4","0x4","int32_t","x","",""
"enabler::anon4","3","0x8","0x4","int32_t","y","",""
"enabler","2","0x114","0x4","pointer","async_frombox.sem_fill","padding",""
"enabler","1","0x118","0x30","compound","async_zoom","",""
"enabler","2","0x118","0x4","pointer","async_zoom.sem","padding",""
"enabler","2","0x11c","0x28","stl-deque","async_zoom.queue","enum",""
"enabler","2","0x144","0x4","pointer","async_zoom.sem_fill","padding",""
"enabler","1","0x148","0x4","pointer","async_fromcomplete","padding",""
"enabler","1","0x14c","0x4","uint32_t","renderer_threadid","",""
"enabler","1","0x150","0x4","stl-string","command_line","",""
"enabler","1","0x154","0xc0","static-array","ccolor","enabler::anon5",""
"enabler::anon5","0","0x0","0xc","static-array","","s-float",""
"enabler","1","0x214","0x4","bitfield","flag","",""
"enabler","2","0x214","0x0.1","flag-bit","flag.render","",""
"enabler","2","0x214.1","0x0.1","flag-bit","flag.maxfps","",""
"enabler","1","0x218","0x1","int8_t","mouse_lbut","",""
"enabler","1","0x219","0x1","int8_t","mouse_rbut","",""
"enabler","1","0x21a","0x1","int8_t","mouse_lbut_down","",""
"enabler","1","0x21b","0x1","int8_t","mouse_rbut_down","",""
"enabler","1","0x21c","0x1","int8_t","mouse_lbut_lift","",""
"enabler","1","0x21d","0x1","int8_t","mouse_rbut_lift","",""
"enabler","1","0x21e","0x1","int8_t","tracking_on","",""
"enabler","1","0x220","0x18","compound","textures","",""
"enabler","2","0x220","0xc","stl-vector","textures.raws","padding*",""
"enabler","2","0x22c","0x1","bool","textures.uploaded","",""
"enabler","2","0x230","0x4","uint32_t","textures.gl_catalog","",""
"enabler","2","0x234","0x4","pointer","textures.gl_texpos","padding",""
"enabler","1","0x238","0x4","int32_t","sync","",""
"enabler","1","0x23c","0xc","stl-vector","text_system","padding*",""
"enabler","1","0x248","0x8","compound","simticks","",""
"enabler","2","0x248","0x4","pointer","simticks.sem","padding",""
"enabler","2","0x24c","0x4","int32_t","simticks.value","",""
"enabler","1","0x250","0x8","compound","gputicks","",""
"enabler","2","0x250","0x4","pointer","gputicks.sem","padding",""
"enabler","2","0x254","0x4","int32_t","gputicks.value","",""
"enabler","1","0x258","0x4","uint32_t","clock","",""
"engraving","0","0x0","0x2c","struct-type","engraving","",""
"engraving","1","0x0","0x4","int32_t","artist","",""
"engraving","1","0x4","0x4","int32_t","masterpiece_event","",""
"engraving","1","0x8","0x4","int32_t","skill_rating","","at the moment of creation"
"engraving","1","0xc","0x6","coord","pos","",""
"engraving","1","0x14","0x4","engraving_flags","flags","",""
"engraving","1","0x18","0x1","int8_t","tile","",""
"engraving","1","0x1c","0x4","int32_t","art_id","",""
"engraving","1","0x20","0x2","int16_t","art_subid","",""
"engraving","1","0x22","0x2","item_quality","quality","",""
"engraving","1","0x24","0x4","int32_t","unk1","","v0.34.06"
"engraving","1","0x28","0x4","int32_t","unk2","","v0.34.06"
"engraving_flags","0","0x0","0x4","bitfield-type","engraving_flags","",""
"engraving_flags","1","0x0","0x0.1","flag-bit","floor","",""
"engraving_flags","1","0x0.1","0x0.1","flag-bit","west","",""
"engraving_flags","1","0x0.2","0x0.1","flag-bit","east","",""
"engraving_flags","1","0x0.3","0x0.1","flag-bit","north","",""
"engraving_flags","1","0x0.4","0x0.1","flag-bit","south","",""
"engraving_flags","1","0x0.5","0x0.1","flag-bit","hidden","",""
"engraving_flags","1","0x0.6","0x0.1","flag-bit","northwest","",""
"engraving_flags","1","0x0.7","0x0.1","flag-bit","northeast","",""
"engraving_flags","1","0x1","0x0.1","flag-bit","southwest","",""
"engraving_flags","1","0x1.1","0x0.1","flag-bit","southeast","",""
"entity_activity_statistics","0","0x0","0x2080","struct-type","entity_activity_statistics","",""
"entity_activity_statistics","1","0x0","0x1c","compound","food","",""
"entity_activity_statistics","2","0x0","0x4","int32_t","food.total","",""
"entity_activity_statistics","2","0x4","0x4","int32_t","food.meat","",""
"entity_activity_statistics","2","0x8","0x4","int32_t","food.fish","",""
"entity_activity_statistics","2","0xc","0x4","int32_t","food.other","",""
"entity_activity_statistics","2","0x10","0x4","int32_t","food.seeds","",""
"entity_activity_statistics","2","0x14","0x4","int32_t","food.plant","",""
"entity_activity_statistics","2","0x18","0x4","int32_t","food.drink","",""
"entity_activity_statistics","1","0x1c","0x130","static-array","","int16_t",""
"entity_activity_statistics","2","0x1c","0x2","int16_t","[MINER]","",""
"entity_activity_statistics","2","0x1e","0x2","int16_t","[WOODWORKER]","",""
"entity_activity_statistics","2","0x20","0x2","int16_t","[CARPENTER]","",""
"entity_activity_statistics","2","0x22","0x2","int16_t","[BOWYER]","",""
"entity_activity_statistics","2","0x24","0x2","int16_t","[WOODCUTTER]","",""
"entity_activity_statistics","2","0x26","0x2","int16_t","[STONEWORKER]","",""
"entity_activity_statistics","2","0x28","0x2","int16_t","[ENGRAVER]","",""
"entity_activity_statistics","2","0x2a","0x2","int16_t","[MASON]","",""
"entity_activity_statistics","2","0x2c","0x2","int16_t","[RANGER]","",""
"entity_activity_statistics","2","0x2e","0x2","int16_t","[ANIMAL_CARETAKER]","",""
"entity_activity_statistics","2","0x30","0x2","int16_t","[ANIMAL_TRAINER]","",""
"entity_activity_statistics","2","0x32","0x2","int16_t","[HUNTER]","",""
"entity_activity_statistics","2","0x34","0x2","int16_t","[TRAPPER]","",""
"entity_activity_statistics","2","0x36","0x2","int16_t","[ANIMAL_DISSECTOR]","",""
"entity_activity_statistics","2","0x38","0x2","int16_t","[METALSMITH]","",""
"entity_activity_statistics","2","0x3a","0x2","int16_t","[FURNACE_OPERATOR]","",""
"entity_activity_statistics","2","0x3c","0x2","int16_t","[WEAPONSMITH]","",""
"entity_activity_statistics","2","0x3e","0x2","int16_t","[ARMORER]","",""
"entity_activity_statistics","2","0x40","0x2","int16_t","[BLACKSMITH]","",""
"entity_activity_statistics","2","0x42","0x2","int16_t","[METALCRAFTER]","",""
"entity_activity_statistics","2","0x44","0x2","int16_t","[JEWELER]","",""
"entity_activity_statistics","2","0x46","0x2","int16_t","[GEM_CUTTER]","",""
"entity_activity_statistics","2","0x48","0x2","int16_t","[GEM_SETTER]","",""
"entity_activity_statistics","2","0x4a","0x2","int16_t","[CRAFTSMAN]","",""
"entity_activity_statistics","2","0x4c","0x2","int16_t","[WOODCRAFTER]","",""
"entity_activity_statistics","2","0x4e","0x2","int16_t","[STONECRAFTER]","",""
"entity_activity_statistics","2","0x50","0x2","int16_t","[LEATHERWORKER]","",""
"entity_activity_statistics","2","0x52","0x2","int16_t","[BONE_CARVER]","",""
"entity_activity_statistics","2","0x54","0x2","int16_t","[WEAVER]","",""
"entity_activity_statistics","2","0x56","0x2","int16_t","[CLOTHIER]","",""
"entity_activity_statistics","2","0x58","0x2","int16_t","[GLASSMAKER]","",""
"entity_activity_statistics","2","0x5a","0x2","int16_t","[POTTER]","",""
"entity_activity_statistics","2","0x5c","0x2","int16_t","[GLAZER]","",""
"entity_activity_statistics","2","0x5e","0x2","int16_t","[WAX_WORKER]","",""
"entity_activity_statistics","2","0x60","0x2","int16_t","[STRAND_EXTRACTOR]","",""
"entity_activity_statistics","2","0x62","0x2","int16_t","[FISHERY_WORKER]","",""
"entity_activity_statistics","2","0x64","0x2","int16_t","[FISHERMAN]","",""
"entity_activity_statistics","2","0x66","0x2","int16_t","[FISH_DISSECTOR]","",""
"entity_activity_statistics","2","0x68","0x2","int16_t","[FISH_CLEANER]","",""
"entity_activity_statistics","2","0x6a","0x2","int16_t","[FARMER]","",""
"entity_activity_statistics","2","0x6c","0x2","int16_t","[CHEESE_MAKER]","",""
"entity_activity_statistics","2","0x6e","0x2","int16_t","[MILKER]","",""
